,G,Date,Start (ET),Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,teamgame,season
12,13,"Fri, Nov 9, 2018",8:00p,Box Score,@,Miami Heat,W,,110,102,8,5,W 1,IND,2019
13,14,"Sun, Nov 11, 2018",7:00p,Box Score,@,Houston Rockets,L,,103,115,8,6,L 1,IND,2019
14,15,"Fri, Nov 16, 2018",7:00p,Box Score,,Miami Heat,W,,99,91,9,6,W 1,IND,2019
15,16,"Sat, Nov 17, 2018",7:00p,Box Score,,Atlanta Hawks,W,,97,89,10,6,W 2,IND,2019
16,17,"Mon, Nov 19, 2018",7:00p,Box Score,,Utah Jazz,W,,121,94,11,6,W 3,IND,2019
17,18,"Wed, Nov 21, 2018",7:00p,Box Score,@,Charlotte Hornets,L,,109,127,11,7,L 1,IND,2019
18,19,"Fri, Nov 23, 2018",8:00p,Box Score,,San Antonio Spurs,L,,100,111,11,8,L 2,IND,2019
19,20,"Mon, Nov 26, 2018",9:00p,Box Score,@,Utah Jazz,W,,121,88,12,8,W 1,IND,2019
20,21,"Tue, Nov 27, 2018",9:00p,Box Score,@,Phoenix Suns,W,,109,104,13,8,W 2,IND,2019
21,22,"Thu, Nov 29, 2018",10:30p,Box Score,@,Los Angeles Lakers,L,,96,104,13,9,L 1,IND,2019
22,23,"Sat, Dec 1, 2018",10:00p,Box Score,@,Sacramento Kings,L,,110,111,13,10,L 2,IND,2019
23,24,"Tue, Dec 4, 2018",7:00p,Box Score,,Chicago Bulls,W,,96,90,14,10,W 1,IND,2019
24,25,"Fri, Dec 7, 2018",7:00p,Box Score,@,Orlando Magic,W,,112,90,15,10,W 2,IND,2019
25,26,"Sat, Dec 8, 2018",7:00p,Box Score,,Sacramento Kings,W,,107,97,16,10,W 3,IND,2019
26,27,"Mon, Dec 10, 2018",7:00p,Box Score,,Washington Wizards,W,,109,101,17,10,W 4,IND,2019
27,28,"Wed, Dec 12, 2018",7:00p,Box Score,,Milwaukee Bucks,W,,113,97,18,10,W 5,IND,2019
28,29,"Fri, Dec 14, 2018",7:30p,Box Score,@,Philadelphia 76ers,W,,113,101,19,10,W 6,IND,2019
29,30,"Sun, Dec 16, 2018",5:00p,Box Score,,New York Knicks,W,,110,99,20,10,W 7,IND,2019
30,31,"Tue, Dec 18, 2018",7:00p,Box Score,,Cleveland Cavaliers,L,,91,92,20,11,L 1,IND,2019
31,32,"Wed, Dec 19, 2018",7:30p,Box Score,@,Toronto Raptors,L,,96,99,20,12,L 2,IND,2019
32,33,"Fri, Dec 21, 2018",7:30p,Box Score,@,Brooklyn Nets,W,,114,106,21,12,W 1,IND,2019
33,34,"Sun, Dec 23, 2018",5:00p,Box Score,,Washington Wizards,W,,105,89,22,12,W 2,IND,2019
34,35,"Wed, Dec 26, 2018",7:30p,Box Score,@,Atlanta Hawks,W,,129,121,23,12,W 3,IND,2019
35,36,"Fri, Dec 28, 2018",7:00p,Box Score,,Detroit Pistons,W,,125,88,24,12,W 4,IND,2019
36,37,"Mon, Dec 31, 2018",3:00p,Box Score,,Atlanta Hawks,W,,116,108,25,12,W 5,IND,2019
37,38,"Fri, Jan 4, 2019",8:00p,Box Score,@,Chicago Bulls,W,OT,119,116,26,12,W 6,IND,2019
38,39,"Sun, Jan 6, 2019",7:30p,Box Score,@,Toronto Raptors,L,,105,121,26,13,L 1,IND,2019
39,40,"Tue, Jan 8, 2019",7:00p,Box Score,@,Cleveland Cavaliers,W,,123,115,27,13,W 1,IND,2019
40,41,"Wed, Jan 9, 2019",7:00p,Box Score,@,Boston Celtics,L,,108,135,27,14,L 1,IND,2019
41,42,"Fri, Jan 11, 2019",7:30p,Box Score,@,New York Knicks,W,,121,106,28,14,W 1,IND,2019
42,43,"Tue, Jan 15, 2019",7:00p,Box Score,,Phoenix Suns,W,,131,97,29,14,W 2,IND,2019
43,44,"Thu, Jan 17, 2019",7:00p,Box Score,,Philadelphia 76ers,L,,96,120,29,15,L 1,IND,2019
44,45,"Sat, Jan 19, 2019",7:00p,Box Score,,Dallas Mavericks,W,,111,99,30,15,W 1,IND,2019
45,46,"Sun, Jan 20, 2019",6:00p,Box Score,,Charlotte Hornets,W,,120,95,31,15,W 2,IND,2019
46,47,"Wed, Jan 23, 2019",7:00p,Box Score,,Toronto Raptors,W,,110,106,32,15,W 3,IND,2019
47,48,"Sat, Jan 26, 2019",8:00p,Box Score,@,Memphis Grizzlies,L,,103,106,32,16,L 1,IND,2019
48,49,"Mon, Jan 28, 2019",7:00p,Box Score,,Golden State Warriors,L,,100,132,32,17,L 2,IND,2019
49,50,"Wed, Jan 30, 2019",8:00p,Box Score,@,Washington Wizards,L,,89,107,32,18,L 3,IND,2019
50,51,"Thu, Jan 31, 2019",7:00p,Box Score,@,Orlando Magic,L,,100,107,32,19,L 4,IND,2019
51,52,"Sat, Feb 2, 2019",7:30p,Box Score,@,Miami Heat,W,,95,88,33,19,W 1,IND,2019
52,53,"Mon, Feb 4, 2019",8:00p,Box Score,@,New Orleans Pelicans,W,,109,107,34,19,W 2,IND,2019
53,54,"Tue, Feb 5, 2019",7:00p,Box Score,,Los Angeles Lakers,W,,136,94,35,19,W 3,IND,2019
54,55,"Thu, Feb 7, 2019",7:00p,Box Score,,Los Angeles Clippers,W,,116,92,36,19,W 4,IND,2019
55,56,"Sat, Feb 9, 2019",7:00p,Box Score,,Cleveland Cavaliers,W,,105,90,37,19,W 5,IND,2019
56,57,"Mon, Feb 11, 2019",7:00p,Box Score,,Charlotte Hornets,W,,99,90,38,19,W 6,IND,2019
57,58,"Wed, Feb 13, 2019",7:00p,Box Score,,Milwaukee Bucks,L,,97,106,38,20,L 1,IND,2019
58,59,"Fri, Feb 22, 2019",7:00p,Box Score,,New Orleans Pelicans,W,,126,111,39,20,W 1,IND,2019
59,60,"Sat, Feb 23, 2019",7:00p,Box Score,@,Washington Wizards,W,,119,112,40,20,W 2,IND,2019
60,61,"Mon, Feb 25, 2019",7:00p,Box Score,@,Detroit Pistons,L,,109,113,40,21,L 1,IND,2019
61,62,"Wed, Feb 27, 2019",8:30p,Box Score,@,Dallas Mavericks,L,,101,110,40,22,L 2,IND,2019
62,63,"Thu, Feb 28, 2019",7:00p,Box Score,,Minnesota Timberwolves,W,,122,115,41,22,W 1,IND,2019
63,64,"Sat, Mar 2, 2019",7:00p,Box Score,,Orlando Magic,L,,112,117,41,23,L 1,IND,2019
64,65,"Tue, Mar 5, 2019",7:00p,Box Score,,Chicago Bulls,W,,105,96,42,23,W 1,IND,2019
65,66,"Thu, Mar 7, 2019",8:00p,Box Score,@,Milwaukee Bucks,L,,98,117,42,24,L 1,IND,2019
66,67,"Sun, Mar 10, 2019",3:30p,Box Score,@,Philadelphia 76ers,L,,89,106,42,25,L 2,IND,2019
67,68,"Tue, Mar 12, 2019",7:00p,Box Score,,New York Knicks,W,,103,98,43,25,W 1,IND,2019
68,69,"Thu, Mar 14, 2019",7:00p,Box Score,,Oklahoma City Thunder,W,,108,106,44,25,W 2,IND,2019
69,70,"Sat, Mar 16, 2019",9:00p,Box Score,@,Denver Nuggets,L,,100,102,44,26,L 1,IND,2019
70,71,"Mon, Mar 18, 2019",10:30p,Box Score,@,Portland Trail Blazers,L,,98,106,44,27,L 2,IND,2019
71,72,"Tue, Mar 19, 2019",10:30p,Box Score,@,Los Angeles Clippers,L,,109,115,44,28,L 3,IND,2019
72,73,"Thu, Mar 21, 2019",10:30p,Box Score,@,Golden State Warriors,L,,89,112,44,29,L 4,IND,2019
73,74,"Sun, Mar 24, 2019",5:00p,Box Score,,Denver Nuggets,W,,124,88,45,29,W 1,IND,2019
74,75,"Wed, Mar 27, 2019",8:00p,Box Score,@,Oklahoma City Thunder,L,,99,107,45,30,L 1,IND,2019
75,76,"Fri, Mar 29, 2019",7:00p,Box Score,@,Boston Celtics,L,,112,114,45,31,L 2,IND,2019
76,77,"Sat, Mar 30, 2019",7:00p,Box Score,,Orlando Magic,L,,116,121,45,32,L 3,IND,2019
77,78,"Mon, Apr 1, 2019",7:00p,Box Score,,Detroit Pistons,W,,111,102,46,32,W 1,IND,2019
78,79,"Wed, Apr 3, 2019",7:00p,Box Score,@,Detroit Pistons,W,,108,89,47,32,W 2,IND,2019
79,80,"Fri, Apr 5, 2019",8:00p,Box Score,,Boston Celtics,L,,97,117,47,33,L 1,IND,2019
80,81,"Sun, Apr 7, 2019",5:00p,Box Score,,Brooklyn Nets,L,,96,108,47,34,L 2,IND,2019
81,82,"Wed, Apr 10, 2019",8:00p,Box Score,@,Atlanta Hawks,W,,135,134,48,34,W 1,IND,2019
0,1,"Wed, Oct 23, 2019",7:00p,Box Score,,Detroit Pistons,L,,110,119,0,1,L 1,IND,2020
1,2,"Sat, Oct 26, 2019",8:00p,Box Score,@,Cleveland Cavaliers,L,,99,110,0,2,L 2,IND,2020
2,3,"Mon, Oct 28, 2019",7:00p,Box Score,@,Detroit Pistons,L,,94,96,0,3,L 3,IND,2020
3,4,"Wed, Oct 30, 2019",7:30p,Box Score,@,Brooklyn Nets,W,,118,108,1,3,W 1,IND,2020
4,5,"Fri, Nov 1, 2019",7:00p,Box Score,,Cleveland Cavaliers,W,,102,95,2,3,W 2,IND,2020
5,6,"Sun, Nov 3, 2019",5:00p,Box Score,,Chicago Bulls,W,,108,95,3,3,W 3,IND,2020
6,7,"Tue, Nov 5, 2019",7:00p,Box Score,@,Charlotte Hornets,L,OT,120,122,3,4,L 1,IND,2020
7,8,"Wed, Nov 6, 2019",7:00p,Box Score,,Washington Wizards,W,,121,106,4,4,W 1,IND,2020
8,9,"Fri, Nov 8, 2019",7:00p,Box Score,,Detroit Pistons,W,,112,106,5,4,W 2,IND,2020
9,10,"Sun, Nov 10, 2019",6:00p,Box Score,@,Orlando Magic,W,,109,102,6,4,W 3,IND,2020
10,11,"Tue, Nov 12, 2019",7:00p,Box Score,,Oklahoma City Thunder,W,,111,85,7,4,W 4,IND,2020
11,12,"Fri, Nov 15, 2019",8:00p,Box Score,@,Houston Rockets,L,,102,111,7,5,L 1,IND,2020
12,13,"Sat, Nov 16, 2019",7:00p,Box Score,,Milwaukee Bucks,L,,83,102,7,6,L 2,IND,2020
13,14,"Mon, Nov 18, 2019",7:30p,Box Score,@,Brooklyn Nets,W,,115,86,8,6,W 1,IND,2020
14,15,"Sat, Nov 23, 2019",7:00p,Box Score,,Orlando Magic,W,,111,106,9,6,W 2,IND,2020
15,16,"Mon, Nov 25, 2019",7:00p,Box Score,,Memphis Grizzlies,W,,126,114,10,6,W 3,IND,2020
16,17,"Wed, Nov 27, 2019",7:00p,Box Score,,Utah Jazz,W,,121,102,11,6,W 4,IND,2020
17,18,"Fri, Nov 29, 2019",8:00p,Box Score,,Atlanta Hawks,W,OT,105,104,12,6,W 5,IND,2020
18,19,"Sat, Nov 30, 2019",7:00p,Box Score,@,Philadelphia 76ers,L,,116,119,12,7,L 1,IND,2020
19,20,"Mon, Dec 2, 2019",8:00p,Box Score,@,Memphis Grizzlies,W,,117,104,13,7,W 1,IND,2020
20,21,"Wed, Dec 4, 2019",8:00p,Box Score,@,Oklahoma City Thunder,W,,107,100,14,7,W 2,IND,2020
21,22,"Fri, Dec 6, 2019",7:00p,Box Score,@,Detroit Pistons,L,,101,108,14,8,L 1,IND,2020
22,23,"Sat, Dec 7, 2019",7:30p,Box Score,@,New York Knicks,W,,104,103,15,8,W 1,IND,2020
23,24,"Mon, Dec 9, 2019",7:00p,Box Score,,Los Angeles Clippers,L,,99,110,15,9,L 1,IND,2020
24,25,"Wed, Dec 11, 2019",7:00p,Box Score,,Boston Celtics,W,,122,117,16,9,W 1,IND,2020
25,26,"Fri, Dec 13, 2019",7:30p,Box Score,@,Atlanta Hawks,W,,110,100,17,9,W 2,IND,2020
26,27,"Sun, Dec 15, 2019",5:00p,Box Score,,Charlotte Hornets,W,,107,85,18,9,W 3,IND,2020
27,28,"Tue, Dec 17, 2019",7:00p,Box Score,,Los Angeles Lakers,W,,105,102,19,9,W 4,IND,2020
28,29,"Fri, Dec 20, 2019",7:00p,Box Score,,Sacramento Kings,W,,119,105,20,9,W 5,IND,2020
29,30,"Sun, Dec 22, 2019",7:00p,Box Score,@,Milwaukee Bucks,L,,89,117,20,10,L 1,IND,2020
30,31,"Mon, Dec 23, 2019",7:00p,Box Score,,Toronto Raptors,W,OT,120,115,21,10,W 1,IND,2020
31,32,"Fri, Dec 27, 2019",8:00p,Box Score,@,Miami Heat,L,,112,113,21,11,L 1,IND,2020
32,33,"Sat, Dec 28, 2019",7:00p,Box Score,@,New Orleans Pelicans,L,,98,120,21,12,L 2,IND,2020
33,34,"Tue, Dec 31, 2019",3:00p,Box Score,,Philadelphia 76ers,W,,115,97,22,12,W 1,IND,2020
34,35,"Thu, Jan 2, 2020",7:00p,Box Score,,Denver Nuggets,L,,116,124,22,13,L 1,IND,2020
35,36,"Sat, Jan 4, 2020",7:30p,Box Score,@,Atlanta Hawks,L,,111,116,22,14,L 2,IND,2020
36,37,"Mon, Jan 6, 2020",7:00p,Box Score,@,Charlotte Hornets,W,,115,104,23,14,W 1,IND,2020
37,38,"Wed, Jan 8, 2020",7:00p,Box Score,,Miami Heat,L,,108,122,23,15,L 1,IND,2020
38,39,"Fri, Jan 10, 2020",8:00p,Box Score,@,Chicago Bulls,W,,116,105,24,15,W 1,IND,2020
39,40,"Mon, Jan 13, 2020",7:00p,Box Score,,Philadelphia 76ers,W,,101,95,25,15,W 2,IND,2020
40,41,"Wed, Jan 15, 2020",8:00p,Box Score,@,Minnesota Timberwolves,W,,104,99,26,15,W 3,IND,2020
41,42,"Fri, Jan 17, 2020",7:00p,Box Score,,Minnesota Timberwolves,W,,116,114,27,15,W 4,IND,2020
42,43,"Sun, Jan 19, 2020",8:00p,Box Score,@,Denver Nuggets,W,,115,107,28,15,W 5,IND,2020
43,44,"Mon, Jan 20, 2020",9:00p,Box Score,@,Utah Jazz,L,,88,118,28,16,L 1,IND,2020
44,45,"Wed, Jan 22, 2020",9:00p,Box Score,@,Phoenix Suns,W,,112,87,29,16,W 1,IND,2020
